국가,연도,직업,수,국가영문,위도,경도
체코,2001,치과의사,6698.0,czech republic,49.75000000,15.50000000
체코,2001,간호사,80206.0,czech republic,49.75000000,15.50000000
체코,2002,의사,35750.0,czech republic,49.75000000,15.50000000
체코,2002,약사,5397.0,czech republic,49.75000000,15.50000000
체코,2002,치과의사,6697.0,czech republic,49.75000000,15.50000000
체코,2002,간호사,81491.0,czech republic,49.75000000,15.50000000
체코,2003,의사,35960.0,czech republic,49.75000000,15.50000000
체코,2003,약사,5610.0,czech republic,49.75000000,15.50000000
체코,2003,치과의사,6737.0,czech republic,49.75000000,15.50000000
체코,2003,간호사,81384.0,czech republic,49.75000000,15.50000000
체코,2004,의사,35907.0,czech republic,49.75000000,15.50000000
체코,2004,약사,5674.0,czech republic,49.75000000,15.50000000
체코,2004,치과의사,6843.0,czech republic,49.75000000,15.50000000
체코,2004,간호사,82743.0,czech republic,49.75000000,15.50000000
체코,2005,의사,36381.0,czech republic,49.75000000,15.50000000
체코,2005,약사,5761.0,czech republic,49.75000000,15.50000000
체코,2005,치과의사,6906.0,czech republic,49.75000000,15.50000000
체코,2005,간호사,82835.0,czech republic,49.75000000,15.50000000
체코,2006,의사,36595.0,czech republic,49.75000000,15.50000000
체코,2006,약사,5842.0,czech republic,49.75000000,15.50000000
체코,2006,치과의사,6933.0,czech republic,49.75000000,15.50000000
체코,2006,간호사,82668.0,czech republic,49.75000000,15.50000000
체코,2007,의사,36815.0,czech republic,49.75000000,15.50000000
체코,2007,약사,5785.0,czech republic,49.75000000,15.50000000
체코,2007,치과의사,6948.0,czech republic,49.75000000,15.50000000
체코,2007,간호사,82667.0,czech republic,49.75000000,15.50000000
체코,2008,의사,36921.0,czech republic,49.75000000,15.50000000
체코,2008,약사,5861.0,czech republic,49.75000000,15.50000000
체코,2008,치과의사,6974.0,czech republic,49.75000000,15.50000000
체코,2008,간호사,82765.0,czech republic,49.75000000,15.50000000
체코,2009,의사,37351.0,czech republic,49.75000000,15.50000000
체코,2009,약사,5915.0,czech republic,49.75000000,15.50000000
체코,2009,치과의사,7092.0,czech republic,49.75000000,15.50000000
체코,2009,간호사,84514.0,czech republic,49.75000000,15.50000000
체코,2010,의사,37661.0,czech republic,49.75000000,15.50000000
체코,2010,약사,6061.0,czech republic,49.75000000,15.50000000
체코,2010,치과의사,7263.0,czech republic,49.75000000,15.50000000
체코,2010,간호사,84796.0,czech republic,49.75000000,15.50000000
체코,2011,의사,38171.0,czech republic,49.75000000,15.50000000
체코,2011,약사,6222.0,czech republic,49.75000000,15.50000000
체코,2011,치과의사,7429.0,czech republic,49.75000000,15.50000000
체코,2011,간호사,84328.0,czech republic,49.75000000,15.50000000
체코,2012,의사,38624.0,czech republic,49.75000000,15.50000000
체코,2012,약사,6327.0,czech republic,49.75000000,15.50000000
체코,2012,치과의사,7461.0,czech republic,49.75000000,15.50000000
체코,2012,간호사,84688.0,czech republic,49.75000000,15.50000000
체코,2013,의사,38776.0,czech republic,49.75000000,15.50000000
체코,2013,약사,6383.0,czech republic,49.75000000,15.50000000
체코,2013,치과의사,7426.0,czech republic,49.75000000,15.50000000
체코,2013,간호사,84045.0,czech republic,49.75000000,15.50000000
체코,2014,약사,6724.0,czech republic,49.75000000,15.50000000
체코,2014,치과의사,7906.0,czech republic,49.75000000,15.50000000
체코,2014,간호사,83492.0,czech republic,49.75000000,15.50000000
체코,2015,약사,6965.0,czech republic,49.75000000,15.50000000
체코,2015,간호사,84450.0,czech republic,49.75000000,15.50000000
체코,2016,약사,7172.0,czech republic,49.75000000,15.50000000
체코,2016,치과의사,7955.0,czech republic,49.75000000,15.50000000
체코,2016,간호사,83799.0,czech republic,49.75000000,15.50000000
체코,2017,약사,7308.0,czech republic,49.75000000,15.50000000
체코,2017,치과의사,7921.0,czech republic,49.75000000,15.50000000
체코,2017,간호사,90061.0,czech republic,49.75000000,15.50000000
체코,2018,의사,42919.0,czech republic,49.75000000,15.50000000
체코,2018,약사,7347.0,czech republic,49.75000000,15.50000000
체코,2018,치과의사,7844.0,czech republic,49.75000000,15.50000000
체코,2018,간호사,90587.0,czech republic,49.75000000,15.50000000
체코,2019,의사,43399.0,czech republic,49.75000000,15.50000000
체코,2019,약사,7686.0,czech republic,49.75000000,15.50000000
체코,2019,치과의사,7825.0,czech republic,49.75000000,15.50000000
체코,2019,간호사,91354.0,czech republic,49.75000000,15.50000000
덴마크,1998,의사,15144.0,denmark,56.00000000,10.00000000
덴마크,1998,약사,2232.0,denmark,56.00000000,10.00000000
덴마크,1998,치과의사,4631.0,denmark,56.00000000,10.00000000
덴마크,1998,간호사,48636.0,denmark,56.00000000,10.00000000
덴마크,1999,의사,15342.0,denmark,56.00000000,10.00000000
덴마크,1999,약사,2282.0,denmark,56.00000000,10.00000000
덴마크,1999,치과의사,4585.0,denmark,56.00000000,10.00000000
덴마크,1999,간호사,48575.0,denmark,56.00000000,10.00000000
덴마크,2000,의사,15553.0,denmark,56.00000000,10.00000000
덴마크,2000,약사,2180.0,denmark,56.00000000,10.00000000
덴마크,2000,치과의사,4582.0,denmark,56.00000000,10.00000000
덴마크,2000,간호사,49706.0,denmark,56.00000000,10.00000000
덴마크,2001,의사,15717.0,denmark,56.00000000,10.00000000
덴마크,2001,약사,2333.0,denmark,56.00000000,10.00000000
덴마크,2001,치과의사,4608.0,denmark,56.00000000,10.00000000
덴마크,2001,간호사,50005.0,denmark,56.00000000,10.00000000
덴마크,2002,의사,16324.0,denmark,56.00000000,10.00000000
덴마크,2002,약사,2361.0,denmark,56.00000000,10.00000000
덴마크,2002,치과의사,4579.0,denmark,56.00000000,10.00000000
덴마크,2002,간호사,50754.0,denmark,56.00000000,10.00000000
덴마크,2003,의사,16608.0,denmark,56.00000000,10.00000000
덴마크,2003,약사,2413.0,denmark,56.00000000,10.00000000
덴마크,2003,치과의사,4595.0,denmark,56.00000000,10.00000000
덴마크,2003,간호사,50064.0,denmark,56.00000000,10.00000000
덴마크,2004,의사,17438.0,denmark,56.00000000,10.00000000
덴마크,2004,약사,2358.0,denmark,56.00000000,10.00000000
덴마크,2004,치과의사,4631.0,denmark,56.00000000,10.00000000
덴마크,2004,간호사,51044.0,denmark,56.00000000,10.00000000
덴마크,2005,의사,18072.0,denmark,56.00000000,10.00000000
덴마크,2005,약사,2499.0,denmark,56.00000000,10.00000000
덴마크,2005,치과의사,4643.0,denmark,56.00000000,10.00000000
덴마크,2005,간호사,51946.0,denmark,56.00000000,10.00000000
덴마크,2006,의사,18615.0,denmark,56.00000000,10.00000000
덴마크,2006,약사,2502.0,denmark,56.00000000,10.00000000
덴마크,2006,치과의사,4627.0,denmark,56.00000000,10.00000000
덴마크,2006,간호사,51919.0,denmark,56.00000000,10.00000000
덴마크,2007,의사,18886.0,denmark,56.00000000,10.00000000
덴마크,2007,약사,2495.0,denmark,56.00000000,10.00000000
덴마크,2007,치과의사,4588.0,denmark,56.00000000,10.00000000
덴마크,2007,간호사,50766.0,denmark,56.00000000,10.00000000
덴마크,2008,의사,19664.0,denmark,56.00000000,10.00000000
덴마크,2008,약사,2485.0,denmark,56.00000000,10.00000000
덴마크,2008,치과의사,4513.0,denmark,56.00000000,10.00000000
덴마크,2008,간호사,52478.0,denmark,56.00000000,10.00000000
덴마크,2009,의사,20166.0,denmark,56.00000000,10.00000000
덴마크,2009,약사,2511.0,denmark,56.00000000,10.00000000
덴마크,2009,치과의사,4455.0,denmark,56.00000000,10.00000000
덴마크,2009,간호사,54110.0,denmark,56.00000000,10.00000000
덴마크,2010,의사,20670.0,denmark,56.00000000,10.00000000
덴마크,2010,약사,2628.0,denmark,56.00000000,10.00000000
덴마크,2010,치과의사,4544.0,denmark,56.00000000,10.00000000
덴마크,2010,간호사,54481.0,denmark,56.00000000,10.00000000
덴마크,2011,의사,21108.0,denmark,56.00000000,10.00000000
덴마크,2011,약사,2689.0,denmark,56.00000000,10.00000000
덴마크,2011,치과의사,4468.0,denmark,56.00000000,10.00000000
덴마크,2011,간호사,55000.0,denmark,56.00000000,10.00000000
덴마크,2012,의사,21458.0,denmark,56.00000000,10.00000000
덴마크,2012,약사,2788.0,denmark,56.00000000,10.00000000
덴마크,2012,치과의사,4454.0,denmark,56.00000000,10.00000000
덴마크,2012,간호사,55694.0,denmark,56.00000000,10.00000000
덴마크,2013,의사,21614.0,denmark,56.00000000,10.00000000
덴마크,2013,약사,2849.0,denmark,56.00000000,10.00000000
덴마크,2013,치과의사,4393.0,denmark,56.00000000,10.00000000
덴마크,2013,간호사,55889.0,denmark,56.00000000,10.00000000
덴마크,2014,의사,21882.0,denmark,56.00000000,10.00000000
덴마크,2014,약사,2879.0,denmark,56.00000000,10.00000000
덴마크,2014,치과의사,4342.0,denmark,56.00000000,10.00000000
덴마크,2014,간호사,56060.0,denmark,56.00000000,10.00000000
덴마크,2015,의사,22332.0,denmark,56.00000000,10.00000000
덴마크,2015,약사,2931.0,denmark,56.00000000,10.00000000
덴마크,2015,치과의사,4321.0,denmark,56.00000000,10.00000000
덴마크,2015,간호사,56372.0,denmark,56.00000000,10.00000000
덴마크,2016,의사,22902.0,denmark,56.00000000,10.00000000
덴마크,2016,약사,2979.0,denmark,56.00000000,10.00000000
덴마크,2016,치과의사,4247.0,denmark,56.00000000,10.00000000
덴마크,2016,간호사,56991.0,denmark,56.00000000,10.00000000
덴마크,2017,의사,23688.0,denmark,56.00000000,10.00000000
덴마크,2017,약사,3063.0,denmark,56.00000000,10.00000000
덴마크,2017,치과의사,4141.0,denmark,56.00000000,10.00000000
덴마크,2017,간호사,57821.0,denmark,56.00000000,10.00000000
덴마크,2018,의사,24301.0,denmark,56.00000000,10.00000000
덴마크,2018,약사,3130.0,denmark,56.00000000,10.00000000
덴마크,2018,치과의사,4162.0,denmark,56.00000000,10.00000000
덴마크,2018,간호사,58509.0,denmark,56.00000000,10.00000000
에스토니아,1998,의사,4158.0,estonia,59.00000000,26.00000000
에스토니아,1998,약사,777.0,estonia,59.00000000,26.00000000
에스토니아,1998,치과의사,1045.0,estonia,59.00000000,26.00000000
에스토니아,1998,간호사,8513.0,estonia,59.00000000,26.00000000
에스토니아,1999,의사,4200.0,estonia,59.00000000,26.00000000
에스토니아,1999,약사,805.0,estonia,59.00000000,26.00000000
에스토니아,1999,치과의사,1060.0,estonia,59.00000000,26.00000000
에스토니아,1999,간호사,8333.0,estonia,59.00000000,26.00000000
에스토니아,2000,의사,4110.0,estonia,59.00000000,26.00000000
에스토니아,2000,약사,815.0,estonia,59.00000000,26.00000000
에스토니아,2000,치과의사,1053.0,estonia,59.00000000,26.00000000
에스토니아,2000,간호사,8153.0,estonia,59.00000000,26.00000000
에스토니아,2001,의사,3863.0,estonia,59.00000000,26.00000000
에스토니아,2001,약사,799.0,estonia,59.00000000,26.00000000
에스토니아,2001,치과의사,1121.0,estonia,59.00000000,26.00000000
에스토니아,2001,간호사,8050.0,estonia,59.00000000,26.00000000
에스토니아,2002,의사,4089.0,estonia,59.00000000,26.00000000
에스토니아,2002,약사,754.0,estonia,59.00000000,26.00000000
에스토니아,2002,치과의사,1079.0,estonia,59.00000000,26.00000000
에스토니아,2002,간호사,8294.0,estonia,59.00000000,26.00000000
에스토니아,2003,의사,4107.0,estonia,59.00000000,26.00000000
에스토니아,2003,약사,776.0,estonia,59.00000000,26.00000000
에스토니아,2003,치과의사,1127.0,estonia,59.00000000,26.00000000
에스토니아,2003,간호사,8412.0,estonia,59.00000000,26.00000000
에스토니아,2004,의사,4120.0,estonia,59.00000000,26.00000000
에스토니아,2004,약사,844.0,estonia,59.00000000,26.00000000
에스토니아,2004,치과의사,1116.0,estonia,59.00000000,26.00000000
에스토니아,2004,간호사,8509.0,estonia,59.00000000,26.00000000
에스토니아,2005,의사,4257.0,estonia,59.00000000,26.00000000
에스토니아,2005,약사,849.0,estonia,59.00000000,26.00000000
에스토니아,2005,치과의사,1190.0,estonia,59.00000000,26.00000000
에스토니아,2005,간호사,8515.0,estonia,59.00000000,26.00000000
에스토니아,2006,의사,4286.0,estonia,59.00000000,26.00000000
에스토니아,2006,약사,810.0,estonia,59.00000000,26.00000000
에스토니아,2006,치과의사,1194.0,estonia,59.00000000,26.00000000
에스토니아,2006,간호사,8492.0,estonia,59.00000000,26.00000000
에스토니아,2007,의사,4370.0,estonia,59.00000000,26.00000000
에스토니아,2007,약사,872.0,estonia,59.00000000,26.00000000
에스토니아,2007,치과의사,1164.0,estonia,59.00000000,26.00000000
에스토니아,2007,간호사,8585.0,estonia,59.00000000,26.00000000
에스토니아,2008,의사,4469.0,estonia,59.00000000,26.00000000
에스토니아,2008,약사,862.0,estonia,59.00000000,26.00000000
에스토니아,2008,치과의사,1237.0,estonia,59.00000000,26.00000000
에스토니아,2008,간호사,8577.0,estonia,59.00000000,26.00000000
에스토니아,2009,의사,4378.0,estonia,59.00000000,26.00000000
에스토니아,2009,약사,857.0,estonia,59.00000000,26.00000000
에스토니아,2009,치과의사,1196.0,estonia,59.00000000,26.00000000
에스토니아,2009,간호사,8218.0,estonia,59.00000000,26.00000000
에스토니아,2010,의사,4319.0,estonia,59.00000000,26.00000000
에스토니아,2010,약사,842.0,estonia,59.00000000,26.00000000
에스토니아,2010,치과의사,1198.0,estonia,59.00000000,26.00000000
에스토니아,2010,간호사,8154.0,estonia,59.00000000,26.00000000
에스토니아,2011,의사,4372.0,estonia,59.00000000,26.00000000
에스토니아,2011,약사,832.0,estonia,59.00000000,26.00000000
에스토니아,2011,치과의사,1179.0,estonia,59.00000000,26.00000000
에스토니아,2011,간호사,8283.0,estonia,59.00000000,26.00000000
에스토니아,2012,의사,4343.0,estonia,59.00000000,26.00000000
에스토니아,2012,약사,847.0,estonia,59.00000000,26.00000000
에스토니아,2012,치과의사,1196.0,estonia,59.00000000,26.00000000
에스토니아,2012,간호사,8158.0,estonia,59.00000000,26.00000000
에스토니아,2013,의사,4395.0,estonia,59.00000000,26.00000000
에스토니아,2013,약사,868.0,estonia,59.00000000,26.00000000
에스토니아,2013,치과의사,1190.0,estonia,59.00000000,26.00000000
에스토니아,2013,간호사,7428.0,estonia,59.00000000,26.00000000
에스토니아,2014,의사,4418.0,estonia,59.00000000,26.00000000
에스토니아,2014,약사,883.0,estonia,59.00000000,26.00000000
에스토니아,2014,치과의사,1223.0,estonia,59.00000000,26.00000000
에스토니아,2014,간호사,7551.0,estonia,59.00000000,26.00000000
에스토니아,2015,의사,4492.0,estonia,59.00000000,26.00000000
에스토니아,2015,약사,948.0,estonia,59.00000000,26.00000000
에스토니아,2015,치과의사,1239.0,estonia,59.00000000,26.00000000
에스토니아,2015,간호사,7904.0,estonia,59.00000000,26.00000000
에스토니아,2016,의사,4548.0,estonia,59.00000000,26.00000000
에스토니아,2016,약사,963.0,estonia,59.00000000,26.00000000
에스토니아,2016,치과의사,1257.0,estonia,59.00000000,26.00000000
에스토니아,2016,간호사,8029.0,estonia,59.00000000,26.00000000
에스토니아,2017,의사,4569.0,estonia,59.00000000,26.00000000
에스토니아,2017,약사,956.0,estonia,59.00000000,26.00000000
에스토니아,2017,치과의사,1265.0,estonia,59.00000000,26.00000000
에스토니아,2017,간호사,8157.0,estonia,59.00000000,26.00000000
에스토니아,2018,의사,4605.0,estonia,59.00000000,26.00000000
에스토니아,2018,약사,955.0,estonia,59.00000000,26.00000000
에스토니아,2018,치과의사,1277.0,estonia,59.00000000,26.00000000
에스토니아,2018,간호사,8317.0,estonia,59.00000000,26.00000000
에스토니아,2019,의사,4603.0,estonia,59.00000000,26.00000000
에스토니아,2019,약사,951.0,estonia,59.00000000,26.00000000
에스토니아,2019,치과의사,1303.0,estonia,59.00000000,26.00000000
에스토니아,2019,간호사,8279.0,estonia,59.00000000,26.00000000
핀란드,1998,의사,11958.0,finland,64.00000000,26.00000000
핀란드,1999,의사,12401.0,finland,64.00000000,26.00000000
핀란드,2000,의사,12936.0,finland,64.00000000,26.00000000
핀란드,2000,약사,5005.0,finland,64.00000000,26.00000000
핀란드,2000,치과의사,4410.0,finland,64.00000000,26.00000000
핀란드,2000,간호사,55426.0,finland,64.00000000,26.00000000
핀란드,2001,의사,12968.0,finland,64.00000000,26.00000000
핀란드,2002,의사,13141.0,finland,64.00000000,26.00000000
핀란드,2003,의사,13365.0,finland,64.00000000,26.00000000
핀란드,2004,의사,13543.0,finland,64.00000000,26.00000000
핀란드,2004,약사,5555.0,finland,64.00000000,26.00000000
핀란드,2004,치과의사,4260.0,finland,64.00000000,26.00000000
핀란드,2004,간호사,63426.0,finland,64.00000000,26.00000000
핀란드,2005,의사,13818.0,finland,64.00000000,26.00000000
핀란드,2005,약사,5425.0,finland,64.00000000,26.00000000
핀란드,2005,치과의사,4235.0,finland,64.00000000,26.00000000
핀란드,2005,간호사,65945.0,finland,64.00000000,26.00000000
핀란드,2006,의사,14124.0,finland,64.00000000,26.00000000
핀란드,2006,약사,5540.0,finland,64.00000000,26.00000000
핀란드,2006,치과의사,4145.0,finland,64.00000000,26.00000000
핀란드,2006,간호사,69261.0,finland,64.00000000,26.00000000
핀란드,2007,의사,14220.0,finland,64.00000000,26.00000000
핀란드,2007,약사,5665.0,finland,64.00000000,26.00000000
핀란드,2007,치과의사,4135.0,finland,64.00000000,26.00000000
핀란드,2007,간호사,70869.0,finland,64.00000000,26.00000000
핀란드,2008,의사,14455.0,finland,64.00000000,26.00000000
핀란드,2008,약사,5844.0,finland,64.00000000,26.00000000
핀란드,2008,치과의사,4007.0,finland,64.00000000,26.00000000
핀란드,2008,간호사,69818.0,finland,64.00000000,26.00000000
핀란드,2009,의사,15090.0,finland,64.00000000,26.00000000
핀란드,2009,약사,5845.0,finland,64.00000000,26.00000000
핀란드,2009,치과의사,3970.0,finland,64.00000000,26.00000000
핀란드,2009,간호사,72372.0,finland,64.00000000,26.00000000
핀란드,2010,의사,16030.0,finland,64.00000000,26.00000000
핀란드,2010,약사,5944.0,finland,64.00000000,26.00000000
핀란드,2010,치과의사,4234.0,finland,64.00000000,26.00000000
핀란드,2010,간호사,74334.0,finland,64.00000000,26.00000000
핀란드,2011,의사,16090.0,finland,64.00000000,26.00000000
핀란드,2011,약사,5997.0,finland,64.00000000,26.00000000
핀란드,2011,치과의사,4191.0,finland,64.00000000,26.00000000
핀란드,2011,간호사,75871.0,finland,64.00000000,26.00000000
핀란드,2012,의사,16614.0,finland,64.00000000,26.00000000
핀란드,2012,약사,6259.0,finland,64.00000000,26.00000000
핀란드,2012,치과의사,4009.0,finland,64.00000000,26.00000000
핀란드,2012,간호사,76900.0,finland,64.00000000,26.00000000
핀란드,2013,의사,17116.0,finland,64.00000000,26.00000000
핀란드,2013,약사,6020.0,finland,64.00000000,26.00000000
핀란드,2013,치과의사,3948.0,finland,64.00000000,26.00000000
핀란드,2013,간호사,77129.0,finland,64.00000000,26.00000000
핀란드,2014,의사,17511.0,finland,64.00000000,26.00000000
핀란드,2014,약사,5941.0,finland,64.00000000,26.00000000
핀란드,2014,치과의사,3988.0,finland,64.00000000,26.00000000
핀란드,2014,간호사,77867.0,finland,64.00000000,26.00000000
프랑스,2000,의사,183637.0,france,46.00000000,2.00000000
프랑스,2001,의사,186571.0,france,46.00000000,2.00000000
프랑스,2002,의사,189189.0,france,46.00000000,2.00000000
프랑스,2003,의사,191347.0,france,46.00000000,2.00000000
프랑스,2004,의사,193648.0,france,46.00000000,2.00000000
프랑스,2005,의사,195079.0,france,46.00000000,2.00000000
프랑스,2006,의사,196018.0,france,46.00000000,2.00000000
프랑스,2007,의사,196200.0,france,46.00000000,2.00000000
프랑스,2008,의사,197088.0,france,46.00000000,2.00000000
프랑스,2009,의사,195460.0,france,46.00000000,2.00000000
프랑스,2010,의사,196767.0,france,46.00000000,2.00000000
프랑스,2011,의사,199094.0,france,46.00000000,2.00000000
프랑스,2011,약사,68564.0,france,46.00000000,2.00000000
프랑스,2011,치과의사,40169.0,france,46.00000000,2.00000000
프랑스,2012,의사,201094.0,france,46.00000000,2.00000000
프랑스,2012,약사,69433.0,france,46.00000000,2.00000000
프랑스,2012,치과의사,40438.0,france,46.00000000,2.00000000
프랑스,2013,의사,203249.0,france,46.00000000,2.00000000
프랑스,2013,약사,69688.0,france,46.00000000,2.00000000
프랑스,2013,치과의사,40887.0,france,46.00000000,2.00000000
프랑스,2014,의사,205041.0,france,46.00000000,2.00000000
프랑스,2014,약사,70123.0,france,46.00000000,2.00000000
프랑스,2014,치과의사,40908.0,france,46.00000000,2.00000000
프랑스,2015,의사,206710.0,france,46.00000000,2.00000000
프랑스,2015,약사,70241.0,france,46.00000000,2.00000000
프랑스,2015,치과의사,41238.0,france,46.00000000,2.00000000
프랑스,2016,의사,208266.0,france,46.00000000,2.00000000
프랑스,2016,약사,69855.0,france,46.00000000,2.00000000
프랑스,2016,치과의사,41664.0,france,46.00000000,2.00000000
프랑스,2017,의사,210038.0,france,46.00000000,2.00000000
프랑스,2017,약사,69282.0,france,46.00000000,2.00000000
프랑스,2017,치과의사,41737.0,france,46.00000000,2.00000000
프랑스,2018,의사,210567.0,france,46.00000000,2.00000000
프랑스,2018,약사,68988.0,france,46.00000000,2.00000000
프랑스,2018,치과의사,41846.0,france,46.00000000,2.00000000
프랑스,2019,의사,213201.0,france,46.00000000,2.00000000
프랑스,2019,약사,69078.0,france,46.00000000,2.00000000
프랑스,2019,치과의사,42559.0,france,46.00000000,2.00000000
독일,1998,의사,259441.0,germany,51.00000000,9.00000000
독일,1998,약사,47322.0,germany,51.00000000,9.00000000
독일,1998,치과의사,60411.0,germany,51.00000000,9.00000000
독일,1999,의사,262400.0,germany,51.00000000,9.00000000
독일,1999,약사,47920.0,germany,51.00000000,9.00000000
독일,1999,치과의사,60778.0,germany,51.00000000,9.00000000
독일,2000,의사,266869.0,germany,51.00000000,9.00000000
독일,2000,약사,47907.0,germany,51.00000000,9.00000000
독일,2000,치과의사,61462.0,germany,51.00000000,9.00000000
독일,2000,간호사,821000.0,germany,51.00000000,9.00000000
독일,2001,의사,271157.0,germany,51.00000000,9.00000000
독일,2001,약사,47692.0,germany,51.00000000,9.00000000
독일,2001,치과의사,61997.0,germany,51.00000000,9.00000000
독일,2001,간호사,829000.0,germany,51.00000000,9.00000000
독일,2002,의사,273961.0,germany,51.00000000,9.00000000
독일,2002,약사,48359.0,germany,51.00000000,9.00000000
독일,2002,치과의사,62256.0,germany,51.00000000,9.00000000
독일,2002,간호사,840000.0,germany,51.00000000,9.00000000
독일,2003,의사,276643.0,germany,51.00000000,9.00000000
독일,2003,약사,47956.0,germany,51.00000000,9.00000000
독일,2003,치과의사,62972.0,germany,51.00000000,9.00000000
독일,2003,간호사,857000.0,germany,51.00000000,9.00000000
독일,2004,의사,278444.0,germany,51.00000000,9.00000000
독일,2004,약사,47830.0,germany,51.00000000,9.00000000
독일,2004,치과의사,63424.0,germany,51.00000000,9.00000000
독일,2004,간호사,866000.0,germany,51.00000000,9.00000000
독일,2005,의사,280012.0,germany,51.00000000,9.00000000
독일,2005,약사,48058.0,germany,51.00000000,9.00000000
독일,2005,치과의사,63620.0,germany,51.00000000,9.00000000
독일,2005,간호사,878000.0,germany,51.00000000,9.00000000
독일,2006,의사,283102.0,germany,51.00000000,9.00000000
독일,2006,약사,48724.0,germany,51.00000000,9.00000000
독일,2006,치과의사,63859.0,germany,51.00000000,9.00000000
